0	0
1	8
2	31
3	51
4	63
5	66
6	71
7	87
8	125
9	124
10	123
11	138
12	172
13	192
14	194
15	282
16	297
17	355
18	416
19	459
20	483
21	510
22	511
23	593
24	591
25	602
26	701
27	697
28	771
29	854
30	842
31	904
32	991
33	988
34	1084
35	1133
36	1231
37	1233
38	1313
39	1364
40	1429
41	1501
42	1561
43	1587
44	1641
45	1757
46	1761
47	1810
48	1912
49	1918
50	2007
51	2107
52	2161
53	2121
54	2223
55	2317
56	2296
57	2392
58	2335
59	2470
60	2474
61	2472
62	2545
63	2633
64	2549
65	2536
66	2534
67	2670
68	2681
69	2610
70	2786
71	2791
72	2762
73	2816
74	2899
75	2913
76	3275
77	4138
78	4854
79	5687
80	6640
81	7652
82	8238
83	8544
84	8831
85	9032
86	9146
87	9054
88	8872
89	8437
90	8081
91	7537
92	7095
93	6617
94	6012
95	5291
96	4714
97	4101
98	3527
99	2962
100	2495
101	1944
102	1427
103	1105
104	714
105	520
106	356
107	202
108	124
109	66
110	35
111	25
112	10
113	20
114	18
115	24
116	8
117	10
118	15
119	15
120	16
121	20
122	9
123	10
124	12
125	11
126	9
127	510
