0	2
1	2
2	3
3	3
4	11
5	13
6	15
7	10
8	23
9	28
10	26
11	26
12	22
13	40
14	30
15	36
16	45
17	46
18	41
19	42
20	58
21	48
22	63
23	56
24	88
25	117
26	131
27	163
28	142
29	210
30	211
31	225
32	260
33	292
34	355
35	356
36	392
37	419
38	459
39	439
40	545
41	536
42	581
43	589
44	582
45	652
46	661
47	620
48	680
49	677
50	720
51	703
52	763
53	697
54	791
55	766
56	846
57	776
58	778
59	820
60	816
61	786
62	838
63	779
64	806
65	853
66	834
67	858
68	870
69	900
70	919
71	958
72	1007
73	1119
74	1148
75	1185
76	1205
77	1190
78	1278
79	1191
80	1231
81	1182
82	1171
83	1167
84	1117
85	1046
86	947
87	922
88	870
89	896
90	831
91	746
92	705
93	681
94	623
95	597
96	542
97	487
98	427
99	376
100	373
101	325
102	286
103	228
104	180
105	169
106	133
107	106
108	81
109	54
110	48
111	41
112	23
113	26
114	20
115	16
116	12
117	12
118	9
119	13
120	10
121	8
122	7
123	8
124	11
125	6
126	10
127	303
